,image_count,train_iou_mean,train_iou_std,val_iou_mean,val_iou_std,test_iou_mean,test_iou_std
0,20,0.2183859966462832,0.07690595507361646,0.26603240466122535,0.038506381615924366,0.17578184914144773,0.03288142603517508
1,40,0.3129826003590671,0.10393219841663878,0.3006076771991454,0.10649791119556308,0.2921220877164934,0.09597107775518181
